experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,date_of_heading,thousand_kernel_weight,plant_height,ear_density,oidium,yellow_rust,black_rust,septoria_nodorum,fusarium_ear,zeleny,name,description,campaign,site_name,longitude,latitude,remarks
68,CHE001,Triticum,6857,NA,NA,173.1,20010623,41.7,NA,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2001,multipication breeding programme,2000-2001,Eclagnens,6.592,46.6491,NA
117,CHE001,Triticum,6857,NA,9.7,172.7,20010623,37.4,75.7,NA,1.7,1,4.15,NA,NA,57,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
117,CHE001,Triticum,6857,NA,NA,172.7,20010623,37.4,75.7,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
173,CHE001,Triticum,6857,NA,NA,156.6,20010607,34,NA,NA,1.15,1,2.4,NA,NA,68,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
173,CHE001,Triticum,6857,NA,NA,156.6,20010607,34,NA,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
204,CHE001,Triticum,6857,NA,NA,178.4,20010628,33.6,90.1,NA,1.4,NA,2.3,NA,NA,69,2053CERNIER2001,multipication breeding programme,2000-2001,Cernier,6.904,47.0588,NA
204,CHE001,Triticum,6857,NA,NA,178.4,20010628,33.6,90.1,NA,NA,NA,NA,NA,NA,NA,2053CERNIER2001,multipication breeding programme,2000-2001,Cernier,6.904,47.0588,NA
250,CHE001,Triticum,6857,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
290,CHE001,Triticum,6857,NA,NA,135.8,20010517,NA,88.8,NA,NA,NA,NA,NA,NA,NA,6593CADEZZO2001,multipication breeding programme,2000-2001,Cadenazzo,8.9495,46.1507,NA
299,CHE001,Triticum,6857,NA,NA,NA,20010101,NA,NA,NA,1.1,NA,NA,NA,NA,56,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
299,CHE001,Triticum,6857,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
352,CHE001,Triticum,6857,NA,NA,170,20010620,NA,86.7,NA,1.9,NA,NA,NA,NA,48,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
352,CHE001,Triticum,6857,NA,NA,170,20010620,NA,86.7,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
6,CHE001,Triticum,6882,NA,NA,156,20010606,37.4,83.4,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,6882,NA,NA,148.3,20010529,44.4,83.6,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
117,CHE001,Triticum,6882,NA,NA,155,20010605,39.1,84.5,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
250,CHE001,Triticum,6882,NA,NA,150.8,20010601,40.8,76.9,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
352,CHE001,Triticum,6882,NA,NA,152.2,20010602,43.7,80.1,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
6,CHE001,Triticum,7083,NA,NA,147.5,20010529,39.7,95,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7083,NA,NA,142.5,20010524,39.4,87.3,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
91,CHE001,Triticum,7083,NA,NA,144.1,20010525,43.1,91.7,NA,NA,NA,NA,NA,NA,NA,1510MOUDON2001,multipication breeding programme,2000-2001,Moudon,6.7921,46.672,NA
117,CHE001,Triticum,7083,NA,NA,146,20010527,41.8,85.3,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
152,CHE001,Triticum,7083,NA,NA,148,20010529,40,93.9,NA,NA,NA,NA,NA,NA,NA,1725POSIEUX2001,multipication breeding programme,2000-2001,Posieux,7.108,46.7715,NA
173,CHE001,Triticum,7083,NA,NA,139.2,20010520,36.6,107.1,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
250,CHE001,Triticum,7083,NA,NA,143,20010524,43.9,96.3,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
299,CHE001,Triticum,7083,NA,NA,148.3,20010529,40.6,NA,NA,NA,NA,NA,NA,NA,NA,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
352,CHE001,Triticum,7083,NA,NA,146.9,20010528,44.8,92.9,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
48,CHE001,Triticum,7084,NA,NA,160.4,20010610,42.4,101.4,NA,1.4,NA,NA,NA,NA,61,1268CN2001,multipication breeding programme,2000-2001,Begnins,6.2533,46.4468,NA
48,CHE001,Triticum,7084,NA,NA,160.4,20010610,42.4,101.4,NA,NA,NA,NA,NA,NA,NA,1268CN2001,multipication breeding programme,2000-2001,Begnins,6.2533,46.4468,NA
68,CHE001,Triticum,7084,NA,NA,170.8,20010621,38.5,NA,NA,1,4,1.7,NA,NA,69,1376ECLAGNENS2001,multipication breeding programme,2000-2001,Eclagnens,6.592,46.6491,NA
68,CHE001,Triticum,7084,NA,NA,170.8,20010621,38.5,NA,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2001,multipication breeding programme,2000-2001,Eclagnens,6.592,46.6491,NA
117,CHE001,Triticum,7084,NA,9.5,172.7,20010623,36.2,77.9,NA,3.7,1.3,3.7,NA,NA,61,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
117,CHE001,Triticum,7084,NA,NA,172.7,20010623,36.2,77.9,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
173,CHE001,Triticum,7084,NA,NA,156.2,20010606,34.1,NA,NA,1.15,1.2,1.1,NA,NA,71,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
173,CHE001,Triticum,7084,NA,NA,156.2,20010606,34.1,NA,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
204,CHE001,Triticum,7084,NA,NA,177.8,20010628,33.4,101.1,NA,2.2,NA,2.1,NA,NA,70,2053CERNIER2001,multipication breeding programme,2000-2001,Cernier,6.904,47.0588,NA
204,CHE001,Triticum,7084,NA,NA,177.8,20010628,33.4,101.1,NA,NA,NA,NA,NA,NA,NA,2053CERNIER2001,multipication breeding programme,2000-2001,Cernier,6.904,47.0588,NA
250,CHE001,Triticum,7084,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
299,CHE001,Triticum,7084,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
352,CHE001,Triticum,7084,NA,NA,169.7,20010620,NA,90,NA,2.5,NA,NA,NA,NA,62,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
352,CHE001,Triticum,7084,NA,NA,169.7,20010620,NA,90,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
6,CHE001,Triticum,7105,NA,NA,151.1,20010601,35.1,93.6,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7105,NA,NA,145.3,20010526,45.7,91.1,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
117,CHE001,Triticum,7105,NA,NA,151.3,20010601,37.4,90.1,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
6,CHE001,Triticum,7112,NA,NA,152.9,20010603,41.6,91.2,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7112,NA,NA,146.1,20010527,47.2,86.2,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
117,CHE001,Triticum,7112,NA,NA,152.5,20010603,40.9,80,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
6,CHE001,Triticum,7114,NA,NA,156.3,20010606,34.4,85,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7114,NA,NA,148,20010529,40.3,82.3,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
91,CHE001,Triticum,7114,NA,NA,151.3,20010601,37.2,88.3,NA,NA,NA,NA,NA,NA,NA,1510MOUDON2001,multipication breeding programme,2000-2001,Moudon,6.7921,46.672,NA
117,CHE001,Triticum,7114,NA,NA,154.3,20010604,37.1,86.2,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
152,CHE001,Triticum,7114,NA,NA,153,20010603,40.5,85.6,NA,NA,NA,NA,NA,NA,NA,1725POSIEUX2001,multipication breeding programme,2000-2001,Posieux,7.108,46.7715,NA
173,CHE001,Triticum,7114,NA,NA,149,20010530,37.7,95.1,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
250,CHE001,Triticum,7114,NA,NA,151.3,20010601,36.6,93.7,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
299,CHE001,Triticum,7114,NA,NA,153.7,20010604,35.5,NA,NA,NA,NA,NA,NA,NA,NA,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
352,CHE001,Triticum,7114,NA,NA,152.7,20010603,39.5,88.5,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
6,CHE001,Triticum,7117,NA,NA,151.3,20010601,38.6,93.2,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7117,NA,NA,143.6,20010525,43.3,91,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
117,CHE001,Triticum,7117,NA,NA,151.3,20010601,42.4,89.9,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
250,CHE001,Triticum,7117,NA,NA,147,20010528,41,83.1,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
352,CHE001,Triticum,7117,NA,NA,148.7,20010530,46.5,87.8,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
117,CHE001,Triticum,7123,NA,NA,NA,20010101,41.6,NA,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
117,CHE001,Triticum,7123,NA,NA,173,20010623,NA,75,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
6,CHE001,Triticum,7124,NA,NA,150.9,20010601,43.9,105.1,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7124,NA,NA,146.3,20010527,46.3,95.7,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
48,CHE001,Triticum,7124,NA,NA,164,20010614,50,98.5,NA,1,NA,NA,NA,NA,65,1268CN2001,multipication breeding programme,2000-2001,Begnins,6.2533,46.4468,NA
48,CHE001,Triticum,7124,NA,NA,164,20010614,50,98.5,NA,NA,NA,NA,NA,NA,NA,1268CN2001,multipication breeding programme,2000-2001,Begnins,6.2533,46.4468,NA
68,CHE001,Triticum,7124,NA,NA,172.1,20010622,42.9,NA,NA,1.35,2,1.3,NA,NA,71,1376ECLAGNENS2001,multipication breeding programme,2000-2001,Eclagnens,6.592,46.6491,NA
68,CHE001,Triticum,7124,NA,NA,172.1,20010622,42.9,NA,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2001,multipication breeding programme,2000-2001,Eclagnens,6.592,46.6491,NA
117,CHE001,Triticum,7124,NA,9.5,176,20010626,39.2,75.5,NA,1,1.3,3.05,NA,NA,61,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
117,CHE001,Triticum,7124,NA,NA,176,20010626,39.2,75.5,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
117,CHE001,Triticum,7124,NA,NA,151.3,20010601,44.6,96.7,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
173,CHE001,Triticum,7124,NA,NA,159.6,20010610,41,NA,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
204,CHE001,Triticum,7124,NA,NA,179.8,20010630,38.6,94.7,NA,1.55,NA,1.7,NA,NA,70,2053CERNIER2001,multipication breeding programme,2000-2001,Cernier,6.904,47.0588,NA
204,CHE001,Triticum,7124,NA,NA,179.8,20010630,38.6,94.7,NA,NA,NA,NA,NA,NA,NA,2053CERNIER2001,multipication breeding programme,2000-2001,Cernier,6.904,47.0588,NA
250,CHE001,Triticum,7124,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
250,CHE001,Triticum,7124,NA,NA,148.2,20010529,47.4,98.4,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
299,CHE001,Triticum,7124,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
352,CHE001,Triticum,7124,NA,NA,172,20010622,NA,85,NA,1.8,NA,NA,NA,NA,66,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
352,CHE001,Triticum,7124,NA,NA,149,20010530,50.5,101.3,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
352,CHE001,Triticum,7124,NA,NA,172,20010622,NA,85,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
6,CHE001,Triticum,7226,NA,NA,157.1,20010607,44.1,103.3,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2001,multipication breeding programme,2000-2001,Bettens,6.5751,46.6242,NA
26,CHE001,Triticum,7226,NA,NA,150.3,20010531,45,94.8,NA,NA,NA,NA,NA,NA,NA,1260CN2001,multipication breeding programme,2000-2001,Nyon,6.2352,46.3803,NA
91,CHE001,Triticum,7226,NA,NA,152,20010602,47.8,106.7,NA,NA,NA,NA,NA,NA,NA,1510MOUDON2001,multipication breeding programme,2000-2001,Moudon,6.7921,46.672,NA
117,CHE001,Triticum,7226,NA,NA,154.4,20010604,45.9,111.1,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
117,CHE001,Triticum,7226,NA,NA,NA,20010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2001,multipication breeding programme,2000-2001,Delley,6.9717,46.9132,NA
152,CHE001,Triticum,7226,NA,NA,154.7,20010605,50.8,104.9,NA,NA,NA,NA,NA,NA,NA,1725POSIEUX2001,multipication breeding programme,2000-2001,Posieux,7.108,46.7715,NA
173,CHE001,Triticum,7226,NA,NA,148.3,20010529,48.3,121,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2001,multipication breeding programme,2000-2001,Vouvry,6.9024,46.3329,NA
250,CHE001,Triticum,7226,NA,NA,152.3,20010602,44.6,106.1,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2001,multipication breeding programme,2000-2001,Oensingen,7.7228,47.2879,NA
299,CHE001,Triticum,7226,NA,NA,155,20010605,45.7,NA,NA,NA,NA,NA,NA,NA,NA,8046RZ2001,multipication breeding programme,2000-2001,Zürich,8.5092,47.4221,NA
352,CHE001,Triticum,7226,NA,NA,153.7,20010604,47.6,108.4,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2001,multipication breeding programme,2000-2001,Neuwilen,9.1301,47.6238,NA
396,CHE001,Triticum,4127,NA,NA,154,20020604,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4128,NA,NA,144,20020525,NA,150,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4138,NA,NA,154,20020604,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4148,NA,NA,149,20020530,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4158,NA,NA,154,20020604,NA,135,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4168,NA,NA,154,20020604,NA,135,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4178,NA,NA,158,20020608,NA,120,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4188,NA,NA,159,20020609,NA,120,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4197,NA,NA,146,20020527,NA,150,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4198,NA,NA,134,20020515,NA,145,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4208,NA,NA,150,20020531,NA,145,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4218,NA,NA,152,20020602,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4228,NA,NA,151,20020601,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4238,NA,NA,149,20020530,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4248,NA,NA,151,20020601,NA,140,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4257,NA,NA,146,20020527,NA,145,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4258,NA,NA,149,20020530,NA,145,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
396,CHE001,Triticum,4268,NA,NA,148,20020529,NA,120,NA,NA,NA,NA,NA,NA,NA,CN2002,multipication collection,2001-2002,Changins,6.2264,46.3863,NA
7,CHE001,Triticum,5591,NA,NA,156.5,20020607,49.3,120.1,NA,NA,NA,NA,NA,NA,NA,1042BETTENS2002,multipication breeding programme,2001-2002,Bettens,6.5751,46.6242,NA
23,CHE001,Triticum,5591,NA,NA,NA,20020101,45.5,NA,NA,NA,NA,NA,NA,NA,NA,1162St-Prex2002,multipication breeding programme,2001-2002,St-Prex,6.4693,46.4683,NA
27,CHE001,Triticum,5591,NA,NA,154,20020604,42,111.4,NA,NA,NA,NA,NA,NA,NA,1260CN2002,multipication breeding programme,2001-2002,Nyon,6.2352,46.3803,NA
92,CHE001,Triticum,5591,NA,NA,154.5,20020605,50.3,117.1,NA,NA,NA,NA,NA,NA,NA,1510MOUDON2002,multipication breeding programme,2001-2002,Moudon,6.7921,46.672,NA
92,CHE001,Triticum,5591,NA,NA,154.5,20020605,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510MOUDON2002,multipication breeding programme,2001-2002,Moudon,6.7921,46.672,NA
118,CHE001,Triticum,5591,NA,NA,152.3,20020602,44.3,111.3,NA,NA,NA,NA,NA,NA,NA,1567DELLEY2002,multipication breeding programme,2001-2002,Delley,6.9717,46.9132,NA
153,CHE001,Triticum,5591,NA,NA,157.6,20020608,40,109.9,NA,NA,NA,NA,NA,NA,NA,1725POSIEUX2002,multipication breeding programme,2001-2002,Posieux,7.108,46.7715,NA
174,CHE001,Triticum,5591,NA,NA,151.2,20020601,43.5,120.8,NA,NA,NA,NA,NA,NA,NA,1896VOUVRY2002,multipication breeding programme,2001-2002,Vouvry,6.9024,46.3329,NA
251,CHE001,Triticum,5591,NA,NA,157.3,20020607,49.3,114.8,NA,NA,NA,NA,NA,NA,NA,4702OENSINGEN2002,multipication breeding programme,2001-2002,Oensingen,7.7228,47.2879,NA
300,CHE001,Triticum,5591,NA,NA,154.1,20020604,41.5,111.7,NA,NA,NA,NA,NA,NA,NA,8046RZ2002,multipication breeding programme,2001-2002,Zürich,8.5092,47.4221,NA
353,CHE001,Triticum,5591,NA,NA,155,20020605,48.1,112.6,NA,NA,NA,NA,NA,NA,NA,8566NEUWILEN2002,multipication breeding programme,2001-2002,Neuwilen,9.1301,47.6238,NA
49,CHE001,Triticum,5646,NA,13.4,165.3,20020615,43.1,86.6,NA,2.7,NA,NA,NA,NA,60,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,NA,165.3,20020615,43.1,86.6,NA,NA,NA,NA,NA,NA,NA,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,12.8,165,20020615,44.1,84.6,NA,2.7,NA,NA,NA,NA,61,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,NA,165,20020615,44.1,84.6,NA,NA,NA,NA,NA,NA,NA,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,13.1,166,20020616,44.8,92.3,NA,2.5,NA,NA,NA,NA,61,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,NA,166,20020616,44.8,92.3,NA,NA,NA,NA,NA,NA,NA,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,12.8,165.9,20020616,45.2,89.7,NA,2.6,NA,NA,NA,NA,63,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,13.2,165.3,20020615,45.2,91,NA,2.3,NA,NA,NA,NA,67,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,13.1,166.5,20020617,45.2,89.8,NA,3,NA,NA,NA,NA,65,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,NA,166.5,20020617,45.2,89.8,NA,NA,NA,NA,NA,NA,NA,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,NA,165.9,20020616,45.2,89.7,NA,NA,NA,NA,NA,NA,NA,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
49,CHE001,Triticum,5646,NA,NA,165.3,20020615,45.2,91,NA,NA,NA,NA,NA,NA,NA,1268CN2002,multipication breeding programme,2001-2002,Begnins,6.2533,46.4468,NA
69,CHE001,Triticum,5646,NA,14.4,167,20020617,42.7,90,3,1.7,NA,NA,NA,NA,54,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,NA,167,20020617,42.7,90,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,15.1,166.4,20020616,42.9,87.5,3,1,NA,NA,NA,NA,48,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,NA,166.4,20020616,42.9,87.5,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,14.3,166,20020616,43.5,86.8,3,1.5,NA,NA,NA,NA,51,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,NA,166,20020616,43.5,86.8,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,13.8,167,20020617,44.2,88,NA,2.1,NA,NA,NA,NA,45,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,NA,167,20020617,44.2,88,NA,NA,NA,NA,NA,NA,NA,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
69,CHE001,Triticum,5646,NA,13.8,166.7,20020617,44.4,82.7,3,1,NA,NA,NA,NA,51,1376ECLAGNENS2002,multipication breeding programme,2001-2002,Eclagnens,6.592,46.6491,NA
