accenumb,campaign,thousand_kernel_weight
IG 138803,2009-2010,31
IG 138805,2009-2010,32.9
IG 138806,2009-2010,27.2
IG 138811,2009-2010,31.8
IG 138814,2009-2010,20.5
IG 138819,2009-2010,21.5
IG 138828,2009-2010,28
IG 138829,2009-2010,36.3
IG 138830,2009-2010,24
IG 138832,2009-2010,32
IG 138838,2009-2010,31.6
IG 138839,2009-2010,26.1
IG 138844,2009-2010,24.5
IG 138845,2009-2010,28
IG 138845,2009-2010,24.7
IG 138853,2009-2010,32.3
IG 138853,2009-2010,29.3
IG 138857,2009-2010,34.3
IG 138858,2009-2010,29.3
IG 138861,2009-2010,22
IG 138864,2009-2010,23
IG 138871,2009-2010,31.3
IG 138883,2009-2010,27.7
IG 138888,2009-2010,32.4
IG 138891,2009-2010,26
IG 138947,2009-2010,27.5
IG 138948,2009-2010,25.1
IG 138991,2009-2010,30.9
IG 138998,2009-2010,34.7
IG 139024,2009-2010,29.9
IG 139028,2009-2010,16.3
IG 139032,2009-2010,21
IG 139033,2009-2010,28.2
IG 139040,2009-2010,29.9
IG 139040,2009-2010,29.4
IG 139042,2009-2010,25.2
IG 139053,2009-2010,30.8
IG 139059,2009-2010,29.6
IG 139065,2009-2010,26.6
IG 139071,2009-2010,26.5
IG 139074,2009-2010,24.6
IG 139077,2009-2010,32.4
IG 139082,2009-2010,29.7
IG 139605,2009-2010,30.7
IG 139650,2009-2010,32.5
IG 139652,2009-2010,39
IG 140886,2009-2010,28
IG 140981,2009-2010,30.6
IG 140989,2009-2010,27.7
IG 140991,2009-2010,40.4
IG 140992,2009-2010,27.3
IG 140994,2009-2010,31.7
IG 140996,2009-2010,25.2
IG 141006,2009-2010,34.2
IG 141008,2009-2010,31.4
IG 141010,2009-2010,27.9
IG 141012,2009-2010,33.1
IG 141013,2009-2010,26
IG 141017,2009-2010,41.7
IG 141018,2009-2010,36.2
IG 141021,2009-2010,31.6
IG 141024,2009-2010,31.6
IG 141028,2009-2010,31.4
IG 141034,2009-2010,25.9
IG 141040,2009-2010,45
IG 141045,2009-2010,28
IG 141048,2009-2010,41.2
IG 141049,2009-2010,32.8
IG 141050,2009-2010,33.5
IG 141051,2009-2010,26.5
IG 141052,2009-2010,36.5
IG 141055,2009-2010,28.5
IG 141056,2009-2010,31
IG 141057,2009-2010,39.3
IG 141060,2009-2010,26.6
IG 141081,2009-2010,30
IG 141086,2009-2010,17.7
IG 141096,2009-2010,22.5
IG 141111,2009-2010,29.4
IG 141116,2009-2010,23.8
IG 141117,2009-2010,28
IG 141118,2009-2010,24
IG 141119,2009-2010,20
IG 141119,2009-2010,24
IG 141122,2009-2010,27.8
IG 141123,2009-2010,26.8
IG 141126,2009-2010,30.1
IG 141127,2009-2010,32.4
IG 141128,2009-2010,29.6
IG 141133,2009-2010,29.3
IG 141134,2009-2010,29.5
IG 141138,2009-2010,28.2
IG 141139,2009-2010,23
IG 141140,2009-2010,28.6
IG 141141,2009-2010,26.6
IG 141142,2009-2010,18.8
IG 141143,2009-2010,21.5
IG 141144,2009-2010,20.3
IG 141145,2009-2010,33.3
IG 141145,2009-2010,34.9
IG 141146,2009-2010,22
IG 141146,2009-2010,30.5
IG 141149,2009-2010,30
IG 141154,2009-2010,33.2
IG 141155,2009-2010,32.5
IG 141171,2009-2010,31.3
IG 141173,2009-2010,23.5
IG 141178,2009-2010,30.4
IG 141181,2009-2010,32.2
IG 141187,2009-2010,25.3
IG 141188,2009-2010,28
IG 141189,2009-2010,29.5
IG 141190,2009-2010,37
IG 141191,2009-2010,31.5
IG 141192,2009-2010,26
IG 141193,2009-2010,31.9
IG 141193,2009-2010,37.5
IG 141197,2009-2010,29
IG 141200,2009-2010,31.5
IG 141202,2009-2010,30
IG 141207,2009-2010,24
IG 141216,2009-2010,25.5
IG 141223,2009-2010,27.5
IG 141225,2009-2010,30.5
IG 141226,2009-2010,26.5
IG 141227,2009-2010,29.5
IG 141232,2009-2010,28
IG 141233,2009-2010,28
IG 141236,2009-2010,32
IG 141238,2009-2010,32
IG 141238,2009-2010,34
IG 141239,2009-2010,30
IG 141240,2009-2010,26
IG 141240,2009-2010,27.5
IG 141257,2009-2010,22
IG 141265,2009-2010,29.4
IG 141267,2009-2010,28.3
IG 141346,2009-2010,25
IG 142482,2009-2010,32.5
IG 142495,2009-2010,36.8
IG 142509,2009-2010,33.5
IG 142527,2009-2010,22
IG 142547,2009-2010,33.1
IG 142548,2009-2010,36
IG 142568,2009-2010,33.1
IG 144230,2009-2010,28
IG 144234,2009-2010,24.7
IG 144238,2009-2010,30.8
IG 144239,2009-2010,32
IG 144242,2009-2010,30.5
IG 144251,2009-2010,25.4
IG 144253,2009-2010,28.7
IG 144254,2009-2010,22
IG 144256,2009-2010,21
IG 144257,2009-2010,21.8
IG 144258,2009-2010,28
IG 144259,2009-2010,23.9
IG 144261,2009-2010,37
IG 144262,2009-2010,27.2
IG 144263,2009-2010,34.3
IG 144264,2009-2010,28.4
IG 144265,2009-2010,24
IG 144266,2009-2010,33.5
IG 144268,2009-2010,39.3
IG 144270,2009-2010,26.4
IG 144271,2009-2010,24.5
IG 144272,2009-2010,30.5
IG 144274,2009-2010,28.4
IG 144277,2009-2010,24.5
IG 144278,2009-2010,32.1
IG 144287,2009-2010,30.2
IG 144307,2009-2010,23.5
IG 144309,2009-2010,27.8
IG 144320,2009-2010,34
IG 144321,2009-2010,28
IG 144322,2009-2010,30.1
IG 144323,2009-2010,30.3
IG 144327,2009-2010,23.5
IG 144328,2009-2010,23.2
IG 144334,2009-2010,24
IG 144350,2009-2010,32.3
IG 144353,2009-2010,23.7
IG 144360,2009-2010,30
IG 144362,2009-2010,29.5
IG 144363,2009-2010,25.5
IG 144365,2009-2010,23.5
IG 144366,2009-2010,31
IG 144367,2009-2010,18
IG 144369,2009-2010,25
IG 144371,2009-2010,31.8
IG 144372,2009-2010,25.5
IG 144373,2009-2010,19.9
IG 144374,2009-2010,22.3
IG 144375,2009-2010,23.9
IG 144376,2009-2010,30
IG 144377,2009-2010,27
IG 144378,2009-2010,24.4
IG 144379,2009-2010,33.8
IG 144380,2009-2010,29.2
IG 144381,2009-2010,29.5
IG 144382,2009-2010,23.3
IG 144383,2009-2010,24.1
IG 144384,2009-2010,22.1
IG 144385,2009-2010,32.5
IG 144386,2009-2010,29.7
IG 144387,2009-2010,24.1
IG 144388,2009-2010,23.5
IG 144393,2009-2010,29
IG 144402,2009-2010,20.5
IG 144403,2009-2010,31.2
IG 144404,2009-2010,29.2
IG 144411,2009-2010,38.1
IG 144413,2009-2010,26.8
IG 144414,2009-2010,29.4
IG 144415,2009-2010,24.1
IG 144451,2009-2010,27.7
IG 144455,2009-2010,27.7
IG 144456,2009-2010,21.1
IG 144461,2009-2010,28.6
IG 144470,2009-2010,33
IG 144472,2009-2010,25.1
IG 144473,2009-2010,36.5
IG 144474,2009-2010,23.6
IG 144476,2009-2010,33
IG 144478,2009-2010,29.6
IG 144480,2009-2010,31
IG 144481,2009-2010,29.6
IG 144482,2009-2010,20.7
IG 144483,2009-2010,20.9
IG 144485,2009-2010,31.5
IG 144492,2009-2010,34
IG 144497,2009-2010,28
IG 144520,2009-2010,21.9
IG 144544,2009-2010,22.6
IG 144545,2009-2010,26
IG 144546,2009-2010,27.6
IG 144994,2009-2010,24.9
IG 145004,2009-2010,28.7
IG 145016,2009-2010,32
IG 145018,2009-2010,28
IG 145018,2009-2010,26
IG 145020,2009-2010,40
IG 145028,2009-2010,30.8
IG 145030,2009-2010,29.2
IG 145030,2009-2010,28.5
IG 145031,2009-2010,26.2
IG 145031,2009-2010,19.3
IG 145038,2009-2010,29.4
IG 145038,2009-2010,23
IG 145042,2009-2010,27.9
IG 145042,2009-2010,25
IG 145044,2009-2010,24.1
IG 145044,2009-2010,23.9
IG 145048,2009-2010,30
IG 145058,2009-2010,28.5
IG 145061,2009-2010,32.4
IG 145061,2009-2010,25
IG 145073,2009-2010,28.8
IG 145073,2009-2010,23.5
IG 145075,2009-2010,30.3
IG 145114,2009-2010,21.6
IG 41244,2009-2010,29.3
IG 41245,2009-2010,37.9
IG 41357,2009-2010,25
IG 41383,2009-2010,22.8
IG 41500,2009-2010,31.4
IG 41541,2009-2010,24
IG 41672,2009-2010,36
IG 41703,2009-2010,32
IG 41893,2009-2010,20.8
IG 41898,2009-2010,27
IG 41923,2009-2010,21.3
IG 42001,2009-2010,18.5
IG 42010,2009-2010,26.8
IG 42017,2009-2010,25.9
IG 42127,2009-2010,38.3
IG 42136,2009-2010,27
IG 42147,2009-2010,27.6
IG 42147,2009-2010,28.5
IG 42359,2009-2010,22.2
IG 42434,2009-2010,25
IG 42798,2009-2010,32.1
IG 42963,2009-2010,27.2
IG 42984,2009-2010,32.6
IG 42990,2009-2010,33
IG 43087,2009-2010,27.9
IG 43172,2009-2010,39
IG 43218,2009-2010,20.7
IG 43220,2009-2010,27.2
IG 43273,2009-2010,24.7
IG 43328,2009-2010,23.6
IG 43345,2009-2010,29
IG 43348,2009-2010,23.9
IG 43602,2009-2010,30
IG 43906,2009-2010,29
IG 43907,2009-2010,30
IG 44205,2009-2010,27.5
IG 45033,2009-2010,34
IG 45090,2009-2010,23.3
IG 45090,2009-2010,23.9
IG 45257,2009-2010,17.6
IG 45320,2009-2010,23.3
IG 45320,2009-2010,24
IG 76829,2009-2010,33.9
IG 77419,2009-2010,24.7
IG 77837,2009-2010,24.6
IG 79007,2009-2010,31.5
IG 79534,2009-2010,30
IG 79754,2009-2010,30
IG 80088,2009-2010,25.1
IG 80407,2009-2010,49
IG 80413,2009-2010,30
IG 80440,2009-2010,23.6
IG 80444,2009-2010,33.9
IG 80445,2009-2010,32.9
IG 80451,2009-2010,24.2
IG 80456,2009-2010,32
IG 80485,2009-2010,33.6
IG 80486,2009-2010,22
IG 80814,2009-2010,22
IG 80967,2009-2010,31
IG 81008,2009-2010,32
IG 81089,2009-2010,26.5
IG 81148,2009-2010,25
IG 81178,2009-2010,29.5
IG 81439,2009-2010,26
IG 81452,2009-2010,35
IG 81558,2009-2010,27.5
IG 81784,2009-2010,28
IG 81969,2009-2010,22
IG 81969,2009-2010,27.5
IG 82018,2009-2010,18.9
IG 82024,2009-2010,15.6
IG 82024,2009-2010,19.5
IG 82113,2009-2010,27
IG 82286,2009-2010,34
IG 82286,2009-2010,24.3
IG 82286,2009-2010,27.2
IG 82288,2009-2010,36
IG 82326,2009-2010,34
IG 82330,2009-2010,30
IG 82346,2009-2010,32.5
IG 82352,2009-2010,32.8
IG 82363,2009-2010,31
IG 82384,2009-2010,37.2
IG 82386,2009-2010,26.1
IG 82394,2009-2010,30
IG 82397,2009-2010,36
IG 82418,2009-2010,26.2
IG 82452,2009-2010,34
IG 82466,2009-2010,34.8
IG 82473,2009-2010,25.5
IG 82529,2009-2010,22.5
IG 82529,2009-2010,24
IG 82583,2009-2010,36.5
IG 82637,2009-2010,38.7
IG 82655,2009-2010,33.9
IG 82655,2009-2010,27
IG 82660,2009-2010,36
IG 82711,2009-2010,27.2
IG 82737,2009-2010,38.4
IG 82770,2009-2010,28
IG 82815,2009-2010,30.8
IG 82825,2009-2010,37.1
IG 82853,2009-2010,35.5
IG 82860,2009-2010,32
IG 82899,2009-2010,38
IG 82934,2009-2010,34
IG 83045,2009-2010,26.4
IG 83079,2009-2010,25.9
IG 83104,2009-2010,27.5
IG 83158,2009-2010,32.4
IG 83202,2009-2010,33.9
IG 83215,2009-2010,21.9
IG 83216,2009-2010,23
IG 83216,2009-2010,24.8
IG 83235,2009-2010,29
IG 83298,2009-2010,23.5
IG 83302,2009-2010,39
IG 83304,2009-2010,45
IG 83307,2009-2010,43.5
IG 83309,2009-2010,36
IG 83314,2009-2010,40
IG 83319,2009-2010,41.7
IG 83339,2009-2010,32
IG 83381,2009-2010,23.5
IG 83409,2009-2010,25
IG 83463,2009-2010,38.5
IG 83471,2009-2010,32.7
IG 83474,2009-2010,23.3
IG 83476,2009-2010,25.8
IG 83481,2009-2010,22
IG 83481,2009-2010,24.5
IG 83482,2009-2010,25.5
IG 83482,2009-2010,28.9
IG 83483,2009-2010,16
IG 83483,2009-2010,19.6
IG 83594,2009-2010,29.8
IG 83603,2009-2010,32.5
IG 83662,2009-2010,37.6
IG 83822,2009-2010,34
IG 83859,2009-2010,25
IG 83896,2009-2010,34
IG 84011,2009-2010,31.8
IG 84019,2009-2010,36
IG 84022,2009-2010,33
IG 84033,2009-2010,35
IG 84044,2009-2010,36
IG 84045,2009-2010,37
IG 84091,2009-2010,36.4
IG 84097,2009-2010,27
IG 84097,2009-2010,27.6
IG 84246,2009-2010,35.7
IG 84283,2009-2010,34
IG 84298,2009-2010,37.4
IG 84505,2009-2010,32
IG 84509,2009-2010,30
IG 84520,2009-2010,33.5
IG 84521,2009-2010,36.1
IG 84619,2009-2010,28.5
IG 84701,2009-2010,33.5
IG 84717,2009-2010,50
IG 84817,2009-2010,38
IG 84853,2009-2010,17.5
IG 84853,2009-2010,22.5
IG 84859,2009-2010,20.4
IG 84859,2009-2010,23.2
IG 84863,2009-2010,21.5
IG 84863,2009-2010,25.5
IG 84947,2009-2010,30.6
IG 84998,2009-2010,34.5
IG 85066,2009-2010,40.8
IG 85693,2009-2010,28.1
IG 85695,2009-2010,32
IG 85780,2009-2010,19.5
IG 85780,2009-2010,21
IG 85846,2009-2010,40.8
IG 86315,2009-2010,22.5
IG 86315,2009-2010,24.2
IG 86627,2009-2010,24.9
IG 86627,2009-2010,29
IG 86934,2009-2010,31.5
IG 87439,2009-2010,31.8
IG 88315,2009-2010,36
IG 88538,2009-2010,38
IG 89511,2009-2010,30.2
IG 89959,2009-2010,24.5
IG 90450,2009-2010,36.2
IG 90496,2009-2010,28.8
IG 90521,2009-2010,28.1
IG 90526,2009-2010,31.2
IG 90554,2009-2010,27
IG 90555,2009-2010,27
IG 90678,2009-2010,32.2
IG 91692,2009-2010,27.3
IG 92267,2009-2010,16
IG 92267,2009-2010,24.2
IG 92348,2009-2010,27.6
IG 92348,2009-2010,32.9
IG 92391,2009-2010,35.3
IG 92610,2009-2010,27.5
IG 92729,2009-2010,20
IG 92734,2009-2010,38
IG 92734,2009-2010,29
IG 92786,2009-2010,28.9
IG 92788,2009-2010,35.5
IG 92796,2009-2010,36
IG 92796,2009-2010,26.9
IG 92796,2009-2010,30.4
IG 92848,2009-2010,42.8
IG 92884,2009-2010,41.6
IG 92943,2009-2010,30
IG 92944,2009-2010,30.7
IG 92946,2009-2010,31.2
IG 92947,2009-2010,28.9
IG 92948,2009-2010,31.4
IG 92950,2009-2010,30.4
IG 92964,2009-2010,28.9
IG 92964,2009-2010,30.7
IG 93019,2009-2010,36.5
IG 93032,2009-2010,36
IG 93118,2009-2010,44.5
IG 93118,2009-2010,18.8
IG 93118,2009-2010,23.3
IG 93133,2009-2010,37
IG 93142,2009-2010,35.9
IG 93264,2009-2010,22.6
IG 93264,2009-2010,24.7
IG 93357,2009-2010,41.5
IG 93357,2009-2010,20
IG 93402,2009-2010,33.6
IG 93453,2009-2010,22.9
IG 93453,2009-2010,44.3
IG 93599,2009-2010,18.6
IG 93599,2009-2010,18.8
IG 93611,2009-2010,34.8
IG 93820,2009-2010,35.8
IG 93820,2009-2010,22
IG 94035,2009-2010,24.1
IG 94035,2009-2010,25
IG 94245,2009-2010,40
IG 94435,2009-2010,30
IG 94651,2009-2010,20
IG 94651,2009-2010,21.5
IG 94653,2009-2010,22
IG 94653,2009-2010,23.7
IG 94669,2009-2010,23.5
IG 94669,2009-2010,25.3
IG 94686,2009-2010,26.1
IG 94702,2009-2010,18.8
IG 94702,2009-2010,21.2
IG 94792,2009-2010,39.7
IG 94792,2009-2010,23.7
IG 94792,2009-2010,25.4
IG 94820,2009-2010,43.9
IG 94820,2009-2010,21.8
IG 94820,2009-2010,26
IG 94885,2009-2010,39.4
IG 94892,2009-2010,37.5
IG 94986,2009-2010,24
IG 94986,2009-2010,29.1
IG 95039,2009-2010,46
IG 95039,2009-2010,27.4
IG 95039,2009-2010,31.5
IG 95727,2009-2010,42.5
IG 95727,2009-2010,25
IG 95727,2009-2010,26.9
IG 95790,2009-2010,22.5
IG 95790,2009-2010,25.1
IG 95791,2009-2010,23.6
IG 95791,2009-2010,25.5
IG 95794,2009-2010,23.3
IG 95794,2009-2010,27
IG 95797,2009-2010,22.4
IG 95797,2009-2010,26.8
IG 95798,2009-2010,16
IG 95798,2009-2010,20
IG 95802,2009-2010,23.4
IG 95802,2009-2010,27.7
IG 95805,2009-2010,21.5
IG 95805,2009-2010,22
IG 95808,2009-2010,20.4
IG 95808,2009-2010,21.4
IG 95810,2009-2010,22
IG 95810,2009-2010,26.5
IG 95827,2009-2010,21.5
IG 95827,2009-2010,22
IG 95841,2009-2010,38.9
IG 95843,2009-2010,26
IG 95843,2009-2010,28
IG 95846,2009-2010,23
IG 95846,2009-2010,28.2
IG 95858,2009-2010,23
IG 95858,2009-2010,23.5
IG 95862,2009-2010,37.5
IG 95882,2009-2010,23
IG 95882,2009-2010,24
IG 95889,2009-2010,26.4
IG 95889,2009-2010,29
IG 95903,2009-2010,33.5
IG 95905,2009-2010,34
IG 95934,2009-2010,26
IG 95934,2009-2010,29
IG 95942,2009-2010,29.7
IG 95943,2009-2010,35.9
IG 95947,2009-2010,24.4
IG 95947,2009-2010,26
IG 95971,2009-2010,20
IG 95971,2009-2010,22.2
IG 95987,2009-2010,23.3
IG 96038,2009-2010,23.4
IG 96038,2009-2010,29.5
IG 96056,2009-2010,25.1
IG 96056,2009-2010,25.8
IG 96059,2009-2010,20.4
IG 96059,2009-2010,22.7
IG 96092,2009-2010,31.2
IG 96092,2009-2010,32
IG 96107,2009-2010,25
IG 96107,2009-2010,28.5
IG 96125,2009-2010,24
IG 96125,2009-2010,25.5
IG 96137,2009-2010,23
IG 96137,2009-2010,26
IG 96150,2009-2010,22.8
IG 96150,2009-2010,29
IG 96153,2009-2010,26
IG 96153,2009-2010,28.5
IG 96160,2009-2010,21.5
IG 96160,2009-2010,25
IG 96162,2009-2010,30
IG 96162,2009-2010,31.5
IG 96164,2009-2010,25.9
IG 96164,2009-2010,28.4
IG 96168,2009-2010,24
IG 96168,2009-2010,27.9
IG 96179,2009-2010,28.5
IG 96179,2009-2010,29
IG 96189,2009-2010,25.5
IG 96189,2009-2010,25.6
IG 96279,2009-2010,24.9
IG 96279,2009-2010,25.2
IG 96281,2009-2010,25.5
IG 96281,2009-2010,28.7
IG 96292,2009-2010,23.3
IG 96292,2009-2010,24
IG 96321,2009-2010,22.5
IG 96323,2009-2010,24
IG 96329,2009-2010,25.4
IG 96334,2009-2010,25
IG 96334,2009-2010,26.3
IG 96346,2009-2010,30
IG 96350,2009-2010,31
IG 96351,2009-2010,23
IG 96351,2009-2010,32
IG 96354,2009-2010,24
IG 96354,2009-2010,28.6
IG 96359,2009-2010,25
IG 96359,2009-2010,28.4
IG 96360,2009-2010,24
IG 96360,2009-2010,24.9
IG 96362,2009-2010,32
IG 96365,2009-2010,18.5
IG 96365,2009-2010,24
IG 96375,2009-2010,26.3
IG 96377,2009-2010,34.7
IG 96384,2009-2010,29.1
IG 96393,2009-2010,48.4
IG 96402,2009-2010,37
IG 96405,2009-2010,39.7
IG 96406,2009-2010,41
IG 96410,2009-2010,42
IG 96411,2009-2010,37.7
IG 96414,2009-2010,41
IG 96419,2009-2010,41.3
IG 96424,2009-2010,43.5
IG 96430,2009-2010,23.5
IG 96430,2009-2010,24.5
IG 96432,2009-2010,39.9
IG 96618,2009-2010,40
IG 97163,2009-2010,43.4
IG 97174,2009-2010,44.3
IG 97188,2009-2010,36.4
IG 97191,2009-2010,37
IG 97228,2009-2010,36.5
IG 97355,2009-2010,19.8
IG 97360,2009-2010,21.6
IG 97360,2009-2010,25.2
IG 97370,2009-2010,22.4
IG 97370,2009-2010,31.1
IG 97379,2009-2010,19.5
IG 97379,2009-2010,28.5
IG 97382,2009-2010,28.5
IG 97382,2009-2010,29.5
IG 97386,2009-2010,20
IG 97386,2009-2010,21.3
IG 97397,2009-2010,23.7
IG 97397,2009-2010,26
IG 97412,2009-2010,24
IG 97412,2009-2010,25.8
IG 98135,2009-2010,27
IG 98135,2009-2010,32
IG 98260,2009-2010,18.5
IG 98260,2009-2010,23.2
IG 98333,2009-2010,28
IG 98336,2009-2010,27
IG 98373,2009-2010,21.7
IG 98373,2009-2010,27.5
IG 98378,2009-2010,22.6
IG 98600,2009-2010,20.6
IG 98600,2009-2010,28
IG 98608,2009-2010,26.1
IG 98608,2009-2010,31.4
IG 98712,2009-2010,23.6
IG 98712,2009-2010,30
IG 98713,2009-2010,19
IG 98713,2009-2010,24.4
IG 98716,2009-2010,30
IG 98817,2009-2010,25.4
IG 98817,2009-2010,27.8
IG 98818,2009-2010,23
IG 98818,2009-2010,23.5
IG 98827,2009-2010,22
IG 98827,2009-2010,23.9
IG 98835,2009-2010,22
IG 98838,2009-2010,25
IG 98838,2009-2010,26.8
IG 98843,2009-2010,25.4
IG 98843,2009-2010,25.5
IG 98845,2009-2010,25.6
IG 98845,2009-2010,27.8
IG 98846,2009-2010,23.9
IG 98846,2009-2010,28
IG 98849,2009-2010,26
IG 98857,2009-2010,22.8
IG 98857,2009-2010,24
IG 98860,2009-2010,28.9
IG 98860,2009-2010,29.4
IG 98861,2009-2010,23.1
IG 98861,2009-2010,28
IG 98934,2009-2010,21.4
IG 98937,2009-2010,24
IG 98937,2009-2010,26.3
IG 99130,2009-2010,25.7
IG 99130,2009-2010,29
IG 99137,2009-2010,29
IG 99137,2009-2010,33.1
IG 99142,2009-2010,26.6
IG 99142,2009-2010,34.2
IG 99145,2009-2010,25.7
IG 99145,2009-2010,27.4
IG 99163,2009-2010,19.7
IG 99163,2009-2010,20
IG 99310,2009-2010,20
IG 99310,2009-2010,22
IG 99314,2009-2010,27.4
IG 99314,2009-2010,31.7
IG 123874,2010-2011,33.5
IG 123875,2010-2011,36.8
IG 123876,2010-2011,36.7
IG 123877,2010-2011,34.5
IG 123879,2010-2011,35.5
IG 123881,2010-2011,35.1
IG 123882,2010-2011,35.8
IG 123883,2010-2011,37.2
IG 123884,2010-2011,34.5
IG 123885,2010-2011,31.4
IG 123892,2010-2011,29.3
IG 123909,2010-2011,35.1
IG 123920,2010-2011,39.9
IG 123921,2010-2011,40
IG 123924,2010-2011,38
IG 123925,2010-2011,31.8
IG 123989,2010-2011,50.1
IG 126252,2010-2011,26
IG 126267,2010-2011,27.2
IG 126271,2010-2011,28.6
IG 126289,2010-2011,25
IG 126290,2010-2011,27
IG 126296,2010-2011,31.6
IG 126301,2010-2011,23.1
IG 126309,2010-2011,30
IG 126329,2010-2011,25.5
IG 126331,2010-2011,31.6
IG 126335,2010-2011,22
IG 126341,2010-2011,35.5
IG 126345,2010-2011,31.1
IG 126346,2010-2011,35.2
IG 126347,2010-2011,23
IG 126367,2010-2011,27.5
IG 126368,2010-2011,23.3
IG 126369,2010-2011,30
IG 126370,2010-2011,23.5
IG 126372,2010-2011,26.4
IG 126375,2010-2011,21.8
IG 126376,2010-2011,32.8
IG 126415,2010-2011,30.2
IG 126496,2010-2011,32.7
IG 126497,2010-2011,32.9
IG 126498,2010-2011,33.4
IG 126946,2010-2011,31.1
IG 126982,2010-2011,30.6
IG 126983,2010-2011,26.3
IG 126996,2010-2011,34.1
IG 126997,2010-2011,26.8
IG 127024,2010-2011,28.4
IG 127027,2010-2011,30.5
IG 107106,2014-2015,17.2
IG 107106,2014-2015,21.1
IG 107107,2014-2015,25.5
IG 107107,2014-2015,31.2
IG 107111,2014-2015,18.8
IG 107111,2014-2015,19.5
IG 107116,2014-2015,42
IG 107124,2014-2015,17.6
IG 107124,2014-2015,23.5
IG 107125,2014-2015,17.4
IG 107125,2014-2015,23.3
IG 107126,2014-2015,36.2
IG 107143,2014-2015,25.2
IG 107143,2014-2015,30.4
IG 107152,2014-2015,21.6
IG 107152,2014-2015,25.1
IG 107153,2014-2015,27.6
IG 107157,2014-2015,27.6
IG 107157,2014-2015,44.3
IG 107158,2014-2015,19.8
IG 107158,2014-2015,22
IG 107160,2014-2015,15
IG 107160,2014-2015,28.2
IG 107450,2014-2015,29.4
IG 108520,2014-2015,25.8
IG 108524,2014-2015,21.8
IG 108524,2014-2015,22
IG 108533,2014-2015,16.1
IG 108533,2014-2015,26
IG 108538,2014-2015,27.1
IG 108538,2014-2015,28.6
IG 108658,2014-2015,42.7
IG 108665,2014-2015,19.9
IG 108665,2014-2015,23.8
IG 108723,2014-2015,20.4
IG 108723,2014-2015,23.3
IG 108727,2014-2015,40.3
IG 108745,2014-2015,20.1
IG 108745,2014-2015,24.3
IG 108746,2014-2015,16.2
IG 108746,2014-2015,18.2
IG 108746,2014-2015,28.6
IG 108746,2014-2015,30.4
IG 108748,2014-2015,23.6
IG 108748,2014-2015,23.8
IG 108749,2014-2015,22.8
IG 108749,2014-2015,26.4
IG 108749,2014-2015,28.7
IG 108755,2014-2015,24.2
IG 108755,2014-2015,25.9
IG 108755,2014-2015,23.5
IG 108756,2014-2015,17.5
IG 108756,2014-2015,19.6
IG 108756,2014-2015,25.2
IG 108758,2014-2015,39.1
IG 108759,2014-2015,18.6
IG 108759,2014-2015,24.9
IG 108763,2014-2015,37.1
IG 108768,2014-2015,40.5
IG 108773,2014-2015,19.4
IG 108773,2014-2015,27.1
IG 108780,2014-2015,22.1
IG 108803,2014-2015,26
IG 108820,2014-2015,33.4
IG 108821,2014-2015,28
IG 108824,2014-2015,37.9
IG 108894,2014-2015,18.8
IG 108894,2014-2015,34.5
IG 110706,2014-2015,28.2
IG 110711,2014-2015,33.2
IG 110712,2014-2015,27
IG 110713,2014-2015,31.7
IG 110715,2014-2015,30.5
IG 110716,2014-2015,31.3
IG 110717,2014-2015,28.3
IG 110718,2014-2015,29.4
IG 110721,2014-2015,32.6
IG 113089,2014-2015,22.1
IG 113089,2014-2015,32.4
IG 113097,2014-2015,21
IG 113117,2014-2015,18.3
IG 113117,2014-2015,18.4
IG 115812,2014-2015,38.9
IG 116189,2014-2015,30.2
IG 116189,2014-2015,30.3
IG 117965,2014-2015,31.7
IG 117966,2014-2015,33.1
IG 117967,2014-2015,30.8
IG 117968,2014-2015,36
IG 118699,2014-2015,20.2
IG 118699,2014-2015,21.8
IG 118699,2014-2015,40.6
IG 118700,2014-2015,28.4
IG 118700,2014-2015,30.9
IG 118708,2014-2015,33
IG 118712,2014-2015,41.6
IG 118722,2014-2015,34.3
IG 118790,2014-2015,34.6
IG 118795,2014-2015,17.2
IG 118795,2014-2015,19.5
IG 118827,2014-2015,28.4
IG 118853,2014-2015,17.5
IG 118853,2014-2015,22.1
IG 118854,2014-2015,25.8
IG 118854,2014-2015,33.1
IG 118854,2014-2015,38.1
IG 118859,2014-2015,31.5
IG 118870,2014-2015,35.6
IG 118912,2014-2015,43.2
IG 118914,2014-2015,44.5
IG 118942,2014-2015,35.6
IG 118951,2014-2015,32.8
IG 118954,2014-2015,30.8
IG 119026,2014-2015,21.9
IG 119026,2014-2015,27.7
IG 119071,2014-2015,31.5
IG 119072,2014-2015,34.7
IG 119090,2014-2015,38.4
IG 119185,2014-2015,24.1
IG 119223,2014-2015,30.5
IG 119262,2014-2015,21.4
IG 119262,2014-2015,35.6
IG 119321,2014-2015,33.4
IG 119328,2014-2015,30.5
IG 119340,2014-2015,22.4
IG 119340,2014-2015,29.8
IG 119367,2014-2015,34.7
IG 119422,2014-2015,32.9
IG 120699,2014-2015,21.6
IG 120699,2014-2015,22.2
IG 120706,2014-2015,16.6
IG 120706,2014-2015,18.7
IG 121876,2014-2015,28
IG 121876,2014-2015,34.1
IG 121887,2014-2015,23.4
IG 121888,2014-2015,20.5
IG 121921,2014-2015,27.4
IG 121937,2014-2015,24
IG 121939,2014-2015,26.6
